_id,Index_,ReportedYear,Category,Subtype,AssaultSubtype,Sex,AgeGroup,AgeCohort,Count_,ObjectId,geometry
285,NA,2016,Crimes Against the Person,Sexual Violation,N/A,F,Adult,65+,35,284,null
286,NA,2016,Crimes Against the Person,Sexual Violation,N/A,F,Child,<12,210,285,null
287,NA,2016,Crimes Against the Person,Sexual Violation,N/A,F,Unknown,Unknown,15,286,null
288,NA,2016,Crimes Against the Person,Sexual Violation,N/A,F,Youth,12-17,435,287,null
289,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Adult,18-24,43,288,null
290,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Adult,25-34,24,289,null
291,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Adult,35-44,15,290,null
292,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Adult,45-54,12,291,null
293,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Adult,55-64,6,292,null
294,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Adult,65+,2,293,null
295,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Child,<12,91,294,null
296,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Unknown,Unknown,11,295,null
297,NA,2016,Crimes Against the Person,Sexual Violation,N/A,M,Youth,12-17,49,296,null
298,NA,2016,Crimes Against the Person,Sexual Violation,N/A,U,Adult,18-24,1,297,null
299,NA,2016,Crimes Against the Person,Sexual Violation,N/A,U,Youth,12-17,1,298,null
300,NA,2017,Crimes Against the Person,Assault,Aggravated Peace Officer,F,Adult,65+,1,299,null
301,NA,2017,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Adult,35-44,1,300,null
302,NA,2017,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Unknown,Unknown,4,301,null
303,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,45-54,24,302,null
304,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,55-64,4,303,null
305,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,65+,2,304,null
306,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,M,Unknown,Unknown,66,305,null
307,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,M,Youth,12-17,1,306,null
308,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,U,Adult,25-34,1,307,null
309,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,U,Adult,35-44,2,308,null
310,NA,2016,Crimes Against the Person,Assault,Assault Resist Arrest,U,Unknown,Unknown,2,309,null
311,NA,2016,Crimes Against the Person,Assault,Other,F,Adult,18-24,1498,310,null
312,NA,2016,Crimes Against the Person,Assault,Other,F,Adult,25-34,2008,311,null
313,NA,2016,Crimes Against the Person,Assault,Other,F,Adult,35-44,1312,312,null
314,NA,2016,Crimes Against the Person,Assault,Other,F,Adult,45-54,936,313,null
315,NA,2016,Crimes Against the Person,Assault,Other,F,Adult,55-64,485,314,null
316,NA,2016,Crimes Against the Person,Assault,Other,F,Adult,65+,366,315,null
317,NA,2016,Crimes Against the Person,Assault,Other,F,Child,<12,260,316,null
318,NA,2016,Crimes Against the Person,Assault,Other,F,Unknown,Unknown,111,317,null
319,NA,2016,Crimes Against the Person,Assault,Other,F,Youth,12-17,575,318,null
320,NA,2016,Crimes Against the Person,Assault,Other,M,Adult,18-24,1250,319,null
321,NA,2016,Crimes Against the Person,Assault,Other,M,Adult,25-34,1858,320,null
322,NA,2016,Crimes Against the Person,Assault,Other,M,Adult,35-44,1316,321,null
323,NA,2016,Crimes Against the Person,Assault,Other,M,Adult,45-54,1326,322,null
324,NA,2016,Crimes Against the Person,Assault,Other,M,Adult,55-64,757,323,null
325,NA,2016,Crimes Against the Person,Assault,Other,M,Adult,65+,354,324,null
326,NA,2016,Crimes Against the Person,Assault,Other,M,Child,<12,519,325,null
327,NA,2016,Crimes Against the Person,Assault,Other,M,Unknown,Unknown,180,326,null
328,NA,2016,Crimes Against the Person,Assault,Other,M,Youth,12-17,624,327,null
329,NA,2016,Crimes Against the Person,Assault,Other,U,Adult,18-24,1,328,null
330,NA,2016,Crimes Against the Person,Assault,Other,U,Adult,25-34,1,329,null
331,NA,2016,Crimes Against the Person,Assault,Other,U,Adult,35-44,1,330,null
332,NA,2016,Crimes Against the Person,Assault,Other,U,Adult,55-64,1,331,null
333,NA,2016,Crimes Against the Person,Assault,Other,U,Unknown,Unknown,4,332,null
334,NA,2016,Crimes Against the Person,Other,N/A,F,Adult,18-24,473,333,null
335,NA,2016,Crimes Against the Person,Other,N/A,F,Adult,25-34,740,334,null
336,NA,2016,Crimes Against the Person,Other,N/A,F,Adult,35-44,517,335,null
337,NA,2016,Crimes Against the Person,Other,N/A,F,Adult,45-54,424,336,null
338,NA,2016,Crimes Against the Person,Other,N/A,F,Adult,55-64,185,337,null
339,NA,2016,Crimes Against the Person,Other,N/A,F,Adult,65+,105,338,null
340,NA,2016,Crimes Against the Person,Other,N/A,F,Child,<12,60,339,null
341,NA,2016,Crimes Against the Person,Other,N/A,F,Unknown,Unknown,114,340,null
342,NA,2016,Crimes Against the Person,Other,N/A,F,Youth,12-17,235,341,null
343,NA,2016,Crimes Against the Person,Other,N/A,M,Adult,18-24,286,342,null
344,NA,2016,Crimes Against the Person,Other,N/A,M,Adult,25-34,480,343,null
345,NA,2016,Crimes Against the Person,Other,N/A,M,Adult,35-44,413,344,null
346,NA,2016,Crimes Against the Person,Other,N/A,M,Adult,45-54,376,345,null
347,NA,2016,Crimes Against the Person,Other,N/A,M,Adult,55-64,215,346,null
348,NA,2016,Crimes Against the Person,Other,N/A,M,Adult,65+,95,347,null
349,NA,2016,Crimes Against the Person,Other,N/A,M,Child,<12,74,348,null
350,NA,2016,Crimes Against the Person,Other,N/A,M,Unknown,Unknown,172,349,null
351,NA,2016,Crimes Against the Person,Other,N/A,M,Youth,12-17,150,350,null
352,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,18-24,1,351,null
353,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,25-34,17,352,null
354,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,35-44,11,353,null
355,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,45-54,7,354,null
356,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,55-64,3,355,null
357,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Unknown,Unknown,91,356,null
358,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,18-24,4,357,null
359,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,25-34,51,358,null
360,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,35-44,52,359,null
361,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,45-54,32,360,null
362,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,55-64,4,361,null
363,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,65+,3,362,null
364,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Unknown,Unknown,301,363,null
365,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer,U,Unknown,Unknown,2,364,null
366,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,25-34,4,365,null
367,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Unknown,Unknown,8,366,null
368,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,18-24,2,367,null
369,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,25-34,3,368,null
370,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,35-44,8,369,null
371,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,45-54,3,370,null
372,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,55-64,3,371,null
373,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,65+,1,372,null
374,NA,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Unknown,Unknown,30,373,null
375,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,18-24,10,374,null
376,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,25-34,15,375,null
377,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,35-44,3,376,null
378,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,45-54,5,377,null
379,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,55-64,4,378,null
380,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,F,Unknown,Unknown,7,379,null
381,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,18-24,76,380,null
382,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,25-34,76,381,null
383,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,35-44,31,382,null
384,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,45-54,27,383,null
385,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,55-64,7,384,null
386,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,65+,4,385,null
387,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Unknown,Unknown,75,386,null
388,NA,2017,Crimes Against the Person,Assault,Assault Resist Arrest,M,Youth,12-17,2,387,null
389,NA,2017,Crimes Against the Person,Assault,Other,F,Adult,18-24,1419,388,null
390,NA,2017,Crimes Against the Person,Assault,Other,F,Adult,25-34,2061,389,null
391,NA,2017,Crimes Against the Person,Assault,Other,F,Adult,35-44,1375,390,null
392,NA,2017,Crimes Against the Person,Assault,Other,F,Adult,45-54,999,391,null
393,NA,2017,Crimes Against the Person,Assault,Other,F,Adult,55-64,489,392,null
394,NA,2017,Crimes Against the Person,Assault,Other,F,Adult,65+,366,393,null
395,NA,2017,Crimes Against the Person,Assault,Other,F,Child,<12,290,394,null
396,NA,2017,Crimes Against the Person,Assault,Other,F,Unknown,Unknown,92,395,null
397,NA,2017,Crimes Against the Person,Assault,Other,F,Youth,12-17,602,396,null
398,NA,2017,Crimes Against the Person,Assault,Other,M,Adult,18-24,1316,397,null
399,NA,2017,Crimes Against the Person,Assault,Other,M,Adult,25-34,1938,398,null
400,NA,2017,Crimes Against the Person,Assault,Other,M,Adult,35-44,1305,399,null
401,NA,2017,Crimes Against the Person,Assault,Other,M,Adult,45-54,1316,400,null
402,NA,2017,Crimes Against the Person,Assault,Other,M,Adult,55-64,802,401,null
403,NA,2017,Crimes Against the Person,Assault,Other,M,Adult,65+,393,402,null
404,NA,2017,Crimes Against the Person,Assault,Other,M,Child,<12,488,403,null
405,NA,2017,Crimes Against the Person,Assault,Other,M,Unknown,Unknown,213,404,null
406,NA,2017,Crimes Against the Person,Assault,Other,M,Youth,12-17,642,405,null
407,NA,2017,Crimes Against the Person,Assault,Other,U,Adult,25-34,1,406,null
408,NA,2017,Crimes Against the Person,Assault,Other,U,Adult,45-54,1,407,null
409,NA,2017,Crimes Against the Person,Assault,Other,U,Child,<12,10,408,null
410,NA,2017,Crimes Against the Person,Assault,Other,U,Unknown,Unknown,23,409,null
411,NA,2017,Crimes Against the Person,Other,N/A,F,Adult,18-24,462,410,null
412,NA,2017,Crimes Against the Person,Other,N/A,F,Adult,25-34,713,411,null
413,NA,2017,Crimes Against the Person,Other,N/A,F,Adult,35-44,496,412,null
414,NA,2017,Crimes Against the Person,Other,N/A,F,Adult,45-54,347,413,null
415,NA,2017,Crimes Against the Person,Other,N/A,F,Adult,55-64,205,414,null
416,NA,2017,Crimes Against the Person,Other,N/A,F,Adult,65+,104,415,null
417,NA,2017,Crimes Against the Person,Other,N/A,F,Child,<12,76,416,null
418,NA,2017,Crimes Against the Person,Other,N/A,F,Unknown,Unknown,136,417,null
419,NA,2017,Crimes Against the Person,Other,N/A,F,Youth,12-17,231,418,null
420,NA,2017,Crimes Against the Person,Other,N/A,M,Adult,18-24,301,419,null
421,NA,2017,Crimes Against the Person,Other,N/A,M,Adult,25-34,498,420,null
422,NA,2017,Crimes Against the Person,Other,N/A,M,Adult,35-44,391,421,null
423,NA,2017,Crimes Against the Person,Other,N/A,M,Adult,45-54,374,422,null
424,NA,2017,Crimes Against the Person,Other,N/A,M,Adult,55-64,216,423,null
425,NA,2017,Crimes Against the Person,Other,N/A,M,Adult,65+,99,424,null
426,NA,2017,Crimes Against the Person,Other,N/A,M,Child,<12,62,425,null
427,NA,2017,Crimes Against the Person,Other,N/A,M,Unknown,Unknown,150,426,null
428,NA,2017,Crimes Against the Person,Other,N/A,M,Youth,12-17,175,427,null
429,NA,2017,Crimes Against the Person,Other,N/A,U,Adult,25-34,1,428,null
430,NA,2017,Crimes Against the Person,Other,N/A,U,Adult,45-54,3,429,null
431,NA,2017,Crimes Against the Person,Other,N/A,U,Unknown,Unknown,9,430,null
432,NA,2017,Crimes Against the Person,Robbery,N/A,F,Adult,18-24,214,431,null
433,NA,2017,Crimes Against the Person,Robbery,N/A,F,Adult,25-34,199,432,null
434,NA,2017,Crimes Against the Person,Robbery,N/A,F,Adult,35-44,117,433,null
435,NA,2017,Crimes Against the Person,Robbery,N/A,F,Adult,45-54,141,434,null
436,NA,2017,Crimes Against the Person,Robbery,N/A,F,Adult,55-64,81,435,null
437,NA,2017,Crimes Against the Person,Robbery,N/A,F,Adult,65+,46,436,null
438,NA,2017,Crimes Against the Person,Robbery,N/A,F,Child,<12,6,437,null
439,NA,2017,Crimes Against the Person,Robbery,N/A,F,Unknown,Unknown,10,438,null
440,NA,2017,Crimes Against the Person,Robbery,N/A,F,Youth,12-17,95,439,null
441,NA,2017,Crimes Against the Person,Robbery,N/A,M,Adult,18-24,727,440,null
442,NA,2017,Crimes Against the Person,Robbery,N/A,M,Adult,25-34,491,441,null
443,NA,2017,Crimes Against the Person,Robbery,N/A,M,Adult,35-44,258,442,null
444,NA,2017,Crimes Against the Person,Robbery,N/A,M,Adult,45-54,242,443,null
445,NA,2017,Crimes Against the Person,Robbery,N/A,M,Adult,55-64,180,444,null
446,NA,2017,Crimes Against the Person,Robbery,N/A,M,Adult,65+,72,445,null
447,NA,2017,Crimes Against the Person,Robbery,N/A,M,Child,<12,19,446,null
448,NA,2017,Crimes Against the Person,Robbery,N/A,M,Unknown,Unknown,38,447,null
449,NA,2017,Crimes Against the Person,Robbery,N/A,M,Youth,12-17,750,448,null
450,NA,2017,Crimes Against the Person,Robbery,N/A,U,Unknown,Unknown,1,449,null
451,NA,2017,Crimes Against the Person,Robbery,N/A,U,Youth,12-17,1,450,null
452,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,65+,1,451,null
453,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,18-24,59,452,null
454,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Adult,18-24,515,453,null
455,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Adult,25-34,419,454,null
456,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Adult,35-44,201,455,null
457,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Adult,45-54,111,456,null
458,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Adult,55-64,55,457,null
459,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Adult,65+,37,458,null
460,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Child,<12,221,459,null
461,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Unknown,Unknown,31,460,null
462,NA,2017,Crimes Against the Person,Sexual Violation,N/A,F,Youth,12-17,468,461,null
463,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Adult,18-24,62,462,null
464,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Adult,25-34,33,463,null
465,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Adult,35-44,27,464,null
466,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Adult,45-54,19,465,null
467,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Adult,55-64,6,466,null
468,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Adult,65+,6,467,null
469,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Child,<12,75,468,null
470,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Unknown,Unknown,3,469,null
471,NA,2017,Crimes Against the Person,Sexual Violation,N/A,M,Youth,12-17,64,470,null
472,NA,2017,Crimes Against the Person,Sexual Violation,N/A,U,Unknown,Unknown,2,471,null
473,NA,2018,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Unknown,Unknown,1,472,null
474,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,25-34,16,473,null
475,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,35-44,9,474,null
476,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,45-54,7,475,null
477,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,55-64,2,476,null
478,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,65+,4,477,null
479,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,F,Unknown,Unknown,74,478,null
480,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,18-24,4,479,null
481,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,25-34,64,480,null
482,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,35-44,46,481,null
483,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,F,Unknown,Unknown,74,505,null
484,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,45-54,53,482,null
485,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,55-64,14,483,null
486,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,65+,4,484,null
487,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,M,Unknown,Unknown,332,485,null
488,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer,U,Unknown,Unknown,1,486,null
489,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,45-54,1,487,null
490,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,65+,1,488,null
491,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Unknown,Unknown,5,489,null
492,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,18-24,1,490,null
493,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,25-34,6,491,null
494,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,35-44,15,492,null
495,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,45-54,7,493,null
496,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,65+,2,494,null
497,NA,2018,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Unknown,Unknown,25,495,null
498,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,18-24,18,496,null
499,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,25-34,13,497,null
500,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,35-44,7,498,null
501,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,45-54,3,499,null
502,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,55-64,2,500,null
503,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,F,Unknown,Unknown,8,501,null
504,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,F,Youth,12-17,1,502,null
505,NA,2019,Crimes Against the Person,Assault,Other,M,Adult,55-64,985,503,null
506,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,25-34,77,504,null
507,NA,2019,Crimes Against the Person,Assault,Other,M,Child,<12,504,507,null
508,NA,2019,Crimes Against the Person,Assault,Other,M,Unknown,Unknown,223,508,null
509,NA,2019,Crimes Against the Person,Assault,Other,M,Youth,12-17,713,509,null
510,NA,2019,Crimes Against the Person,Assault,Other,U,Adult,18-24,2,510,null
511,NA,2019,Crimes Against the Person,Assault,Other,U,Adult,25-34,1,511,null
512,NA,2019,Crimes Against the Person,Assault,Other,U,Adult,35-44,1,512,null
513,NA,2019,Crimes Against the Person,Assault,Other,U,Child,<12,2,513,null
514,NA,2019,Crimes Against the Person,Assault,Other,U,Unknown,Unknown,45,514,null
515,NA,2019,Crimes Against the Person,Other,N/A,F,Adult,18-24,363,515,null
516,NA,2019,Crimes Against the Person,Other,N/A,F,Adult,25-34,571,516,null
517,NA,2019,Crimes Against the Person,Other,N/A,F,Adult,35-44,402,517,null
518,NA,2019,Crimes Against the Person,Other,N/A,F,Adult,45-54,276,518,null
519,NA,2019,Crimes Against the Person,Other,N/A,F,Adult,55-64,165,519,null
520,NA,2019,Crimes Against the Person,Other,N/A,F,Adult,65+,81,520,null
521,NA,2019,Crimes Against the Person,Other,N/A,F,Child,<12,70,521,null
522,NA,2019,Crimes Against the Person,Other,N/A,F,Unknown,Unknown,73,522,null
523,NA,2019,Crimes Against the Person,Other,N/A,F,Youth,12-17,215,523,null
524,NA,2019,Crimes Against the Person,Other,N/A,M,Adult,18-24,307,524,null
525,NA,2019,Crimes Against the Person,Other,N/A,M,Adult,25-34,394,525,null
526,NA,2019,Crimes Against the Person,Other,N/A,M,Adult,35-44,317,526,null
527,NA,2019,Crimes Against the Person,Other,N/A,M,Adult,45-54,289,527,null
528,NA,2019,Crimes Against the Person,Other,N/A,M,Adult,55-64,205,528,null
529,NA,2019,Crimes Against the Person,Other,N/A,M,Adult,65+,84,529,null
530,NA,2019,Crimes Against the Person,Other,N/A,M,Child,<12,64,530,null
531,NA,2019,Crimes Against the Person,Other,N/A,M,Unknown,Unknown,124,531,null
532,NA,2019,Crimes Against the Person,Other,N/A,M,Youth,12-17,173,532,null
533,NA,2019,Crimes Against the Person,Other,N/A,U,Adult,25-34,1,533,null
534,NA,2019,Crimes Against the Person,Other,N/A,U,Unknown,Unknown,12,534,null
535,NA,2019,Crimes Against the Person,Robbery,N/A,F,Adult,18-24,183,535,null
536,NA,2019,Crimes Against the Person,Robbery,N/A,F,Adult,25-34,155,536,null
537,NA,2019,Crimes Against the Person,Robbery,N/A,F,Adult,35-44,108,537,null
538,NA,2019,Crimes Against the Person,Robbery,N/A,F,Adult,45-54,102,538,null
539,NA,2019,Crimes Against the Person,Robbery,N/A,F,Adult,55-64,89,539,null
540,NA,2019,Crimes Against the Person,Robbery,N/A,F,Adult,65+,61,540,null
541,NA,2019,Crimes Against the Person,Robbery,N/A,F,Child,<12,6,541,null
542,NA,2019,Crimes Against the Person,Robbery,N/A,F,Unknown,Unknown,7,542,null
543,NA,2019,Crimes Against the Person,Robbery,N/A,F,Youth,12-17,56,543,null
544,NA,2019,Crimes Against the Person,Robbery,N/A,M,Adult,18-24,692,544,null
545,NA,2019,Crimes Against the Person,Robbery,N/A,M,Adult,25-34,472,545,null
546,NA,2019,Crimes Against the Person,Robbery,N/A,M,Adult,35-44,245,546,null
547,NA,2019,Crimes Against the Person,Robbery,N/A,M,Adult,45-54,198,547,null
548,NA,2019,Crimes Against the Person,Robbery,N/A,M,Adult,55-64,178,548,null
549,NA,2019,Crimes Against the Person,Robbery,N/A,M,Adult,65+,85,549,null
550,NA,2019,Crimes Against the Person,Robbery,N/A,M,Child,<12,12,550,null
551,NA,2019,Crimes Against the Person,Robbery,N/A,M,Unknown,Unknown,38,551,null
552,NA,2019,Crimes Against the Person,Robbery,N/A,M,Youth,12-17,555,552,null
553,NA,2019,Crimes Against the Person,Robbery,N/A,U,Adult,18-24,3,553,null
554,NA,2019,Crimes Against the Person,Robbery,N/A,U,Adult,25-34,5,554,null
555,NA,2018,Crimes Against the Person,Other,N/A,U,Adult,45-54,1,555,null
556,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,18-24,7,556,null
557,NA,2018,Crimes Against the Person,Other,N/A,U,Unknown,Unknown,10,557,null
558,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,35-44,20,558,null
559,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,25-34,68,559,null
560,NA,2018,Crimes Against the Person,Robbery,N/A,F,Adult,18-24,197,560,null
561,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Unknown,Unknown,43,561,null
562,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,45-54,26,562,null
563,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,35-44,37,563,null
564,NA,2018,Crimes Against the Person,Robbery,N/A,F,Adult,25-34,189,564,null
565,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,U,Unknown,Unknown,2,565,null
566,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,55-64,5,566,null
567,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,45-54,37,567,null
568,NA,2018,Crimes Against the Person,Robbery,N/A,F,Adult,35-44,116,568,null
569,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,18-24,2,569,null
