_id,Index_,ReportedYear,Category,Subtype,AssaultSubtype,Sex,AgeGroup,AgeCohort,Count_,ObjectId,geometry
570,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,65+,4,570,null
571,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,55-64,15,571,null
572,NA,2018,Crimes Against the Person,Robbery,N/A,F,Adult,45-54,107,572,null
573,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,25-34,6,573,null
574,NA,2019,Crimes Against the Person,Robbery,N/A,U,Adult,35-44,1,574,null
575,NA,2018,Crimes Against the Person,Assault,Assault Resist Arrest,M,Unknown,Unknown,69,575,null
576,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,65+,15,576,null
577,NA,2018,Crimes Against the Person,Robbery,N/A,F,Adult,55-64,85,577,null
578,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,35-44,4,578,null
579,NA,2019,Crimes Against the Person,Robbery,N/A,U,Adult,45-54,1,579,null
580,NA,2018,Crimes Against the Person,Assault,Other,F,Adult,18-24,1480,580,null
581,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,M,Unknown,Unknown,332,581,null
582,NA,2018,Crimes Against the Person,Robbery,N/A,F,Adult,65+,59,582,null
583,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,45-54,1,583,null
584,NA,2019,Crimes Against the Person,Robbery,N/A,U,Unknown,Unknown,1,584,null
585,NA,2018,Crimes Against the Person,Assault,Other,F,Adult,25-34,2165,585,null
586,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,U,Unknown,Unknown,11,586,null
587,NA,2018,Crimes Against the Person,Robbery,N/A,F,Child,<12,6,587,null
588,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,55-64,1,588,null
589,NA,2019,Crimes Against the Person,Robbery,N/A,U,Youth,12-17,1,589,null
590,NA,2018,Crimes Against the Person,Assault,Other,F,Adult,35-44,1512,590,null
591,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,25-34,2,591,null
592,NA,2018,Crimes Against the Person,Robbery,N/A,F,Unknown,Unknown,10,592,null
593,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,F,Unknown,Unknown,5,593,null
594,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Adult,18-24,572,594,null
595,NA,2018,Crimes Against the Person,Assault,Other,F,Adult,45-54,1038,595,null
596,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,35-44,1,596,null
597,NA,2018,Crimes Against the Person,Robbery,N/A,F,Youth,12-17,57,597,null
598,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Adult,25-34,454,598,null
599,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,18-24,36,599,null
600,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Adult,35-44,263,600,null
601,NA,2018,Crimes Against the Person,Robbery,N/A,M,Adult,18-24,715,601,null
602,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,25-34,39,602,null
603,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Adult,45-54,130,603,null
604,NA,2018,Crimes Against the Person,Assault,Other,F,Adult,55-64,491,604,null
605,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,45-54,1,605,null
606,NA,2018,Crimes Against the Person,Robbery,N/A,M,Adult,25-34,461,606,null
607,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,35-44,19,607,null
608,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,65+,1,608,null
609,NA,2018,Crimes Against the Person,Assault,Other,F,Adult,65+,396,609,null
610,NA,2018,Crimes Against the Person,Robbery,N/A,M,Adult,35-44,249,610,null
611,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Adult,55-64,59,611,null
612,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,45-54,14,612,null
613,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Unknown,Unknown,9,613,null
614,NA,2018,Crimes Against the Person,Assault,Other,F,Child,<12,308,614,null
615,NA,2018,Crimes Against the Person,Robbery,N/A,M,Adult,45-54,248,615,null
616,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Adult,65+,65,616,null
617,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,55-64,6,617,null
618,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,25-34,8,618,null
619,NA,2018,Crimes Against the Person,Assault,Other,F,Unknown,Unknown,133,619,null
620,NA,2018,Crimes Against the Person,Robbery,N/A,M,Adult,55-64,159,620,null
621,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Child,<12,235,621,null
622,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,65+,1,622,null
623,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,35-44,4,623,null
624,NA,2018,Crimes Against the Person,Assault,Other,F,Youth,12-17,532,624,null
625,NA,2018,Crimes Against the Person,Robbery,N/A,M,Adult,65+,90,625,null
626,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Unknown,Unknown,24,626,null
627,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,M,Unknown,Unknown,40,627,null
628,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,45-54,6,628,null
629,NA,2018,Crimes Against the Person,Assault,Other,M,Adult,18-24,1295,629,null
630,NA,2018,Crimes Against the Person,Robbery,N/A,M,Child,<12,7,630,null
631,NA,2019,Crimes Against the Person,Sexual Violation,N/A,F,Youth,12-17,541,631,null
632,NA,2020,Crimes Against the Person,Assault,Assault Resist Arrest,U,Unknown,Unknown,1,632,null
633,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,55-64,1,633,null
634,NA,2018,Crimes Against the Person,Other,N/A,F,Child,<12,80,660,null
635,NA,2018,Crimes Against the Person,Assault,Other,M,Adult,25-34,1969,634,null
636,NA,2018,Crimes Against the Person,Robbery,N/A,M,Unknown,Unknown,24,635,null
637,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Adult,18-24,61,636,null
638,NA,2020,Crimes Against the Person,Assault,Other,F,Adult,18-24,1271,637,null
639,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,65+,1,638,null
640,NA,2018,Crimes Against the Person,Assault,Other,M,Adult,35-44,1481,639,null
641,NA,2018,Crimes Against the Person,Robbery,N/A,M,Youth,12-17,536,640,null
642,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Adult,25-34,63,641,null
643,NA,2020,Crimes Against the Person,Assault,Other,F,Adult,25-34,2229,642,null
644,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Unknown,Unknown,34,643,null
645,NA,2018,Crimes Against the Person,Assault,Other,M,Adult,45-54,1362,644,null
646,NA,2018,Crimes Against the Person,Assault,Other,M,Adult,55-64,918,645,null
647,NA,2018,Crimes Against the Person,Assault,Other,M,Adult,65+,438,646,null
648,NA,2018,Crimes Against the Person,Assault,Other,M,Child,<12,445,647,null
649,NA,2018,Crimes Against the Person,Assault,Other,M,Unknown,Unknown,246,648,null
650,NA,2018,Crimes Against the Person,Assault,Other,M,Youth,12-17,596,649,null
651,NA,2018,Crimes Against the Person,Assault,Other,U,Adult,25-34,2,650,null
652,NA,2018,Crimes Against the Person,Assault,Other,U,Adult,35-44,1,651,null
653,NA,2018,Crimes Against the Person,Assault,Other,U,Adult,45-54,1,652,null
654,NA,2018,Crimes Against the Person,Assault,Other,U,Unknown,Unknown,30,653,null
655,NA,2018,Crimes Against the Person,Other,N/A,F,Adult,18-24,426,654,null
656,NA,2018,Crimes Against the Person,Other,N/A,F,Adult,25-34,641,655,null
657,NA,2018,Crimes Against the Person,Other,N/A,F,Adult,35-44,487,656,null
658,NA,2018,Crimes Against the Person,Other,N/A,F,Adult,45-54,345,657,null
659,NA,2018,Crimes Against the Person,Other,N/A,F,Adult,55-64,171,658,null
660,NA,2018,Crimes Against the Person,Other,N/A,F,Adult,65+,117,659,null
661,NA,2018,Crimes Against the Person,Other,N/A,F,Unknown,Unknown,107,661,null
662,NA,2018,Crimes Against the Person,Other,N/A,F,Youth,12-17,228,662,null
663,NA,2018,Crimes Against the Person,Other,N/A,M,Adult,18-24,334,663,null
664,NA,2018,Crimes Against the Person,Other,N/A,M,Adult,25-34,501,664,null
665,NA,2018,Crimes Against the Person,Other,N/A,M,Adult,35-44,416,665,null
666,NA,2018,Crimes Against the Person,Other,N/A,M,Adult,45-54,397,666,null
667,NA,2018,Crimes Against the Person,Other,N/A,M,Adult,55-64,255,667,null
668,NA,2018,Crimes Against the Person,Other,N/A,M,Adult,65+,98,668,null
669,NA,2018,Crimes Against the Person,Other,N/A,M,Child,<12,64,669,null
670,NA,2018,Crimes Against the Person,Other,N/A,M,Unknown,Unknown,146,670,null
671,NA,2018,Crimes Against the Person,Other,N/A,M,Youth,12-17,168,671,null
672,NA,2018,Crimes Against the Person,Other,N/A,U,Adult,18-24,1,672,null
673,NA,2018,Crimes Against the Person,Other,N/A,U,Adult,25-34,2,673,null
674,NA,2018,Crimes Against the Person,Other,N/A,U,Adult,35-44,2,674,null
675,NA,2018,Crimes Against the Person,Robbery,N/A,U,Adult,18-24,1,675,null
676,NA,2020,Crimes Against the Person,Assault,Other,F,Adult,35-44,1582,676,null
677,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Adult,18-24,644,677,null
678,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Adult,25-34,515,678,null
679,NA,2020,Crimes Against the Person,Assault,Other,F,Adult,45-54,961,679,null
680,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Adult,35-44,231,680,null
681,NA,2020,Crimes Against the Person,Assault,Other,F,Adult,55-64,562,681,null
682,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Adult,45-54,127,682,null
683,NA,2020,Crimes Against the Person,Assault,Other,F,Adult,65+,403,683,null
684,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Adult,55-64,75,684,null
685,NA,2020,Crimes Against the Person,Assault,Other,F,Child,<12,203,685,null
686,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Adult,65+,51,686,null
687,NA,2020,Crimes Against the Person,Assault,Other,F,Unknown,Unknown,73,687,null
688,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,U,Unknown,Unknown,3,688,null
689,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Child,<12,214,689,null
690,NA,2020,Crimes Against the Person,Assault,Other,F,Youth,12-17,350,690,null
691,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,18-24,13,691,null
692,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Unknown,Unknown,42,692,null
693,NA,2020,Crimes Against the Person,Assault,Other,M,Adult,18-24,1059,693,null
694,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,25-34,10,694,null
695,NA,2018,Crimes Against the Person,Sexual Violation,N/A,F,Youth,12-17,520,695,null
696,NA,2020,Crimes Against the Person,Assault,Other,M,Adult,25-34,1928,696,null
697,NA,2020,Crimes Against the Person,Assault,Other,M,Adult,35-44,1367,697,null
698,NA,2020,Crimes Against the Person,Assault,Other,M,Adult,45-54,1266,698,null
699,NA,2020,Crimes Against the Person,Assault,Other,M,Adult,55-64,1000,699,null
700,NA,2020,Crimes Against the Person,Assault,Other,M,Adult,65+,507,700,null
701,NA,2020,Crimes Against the Person,Assault,Other,M,Child,<12,288,701,null
702,NA,2020,Crimes Against the Person,Assault,Other,M,Unknown,Unknown,181,702,null
703,NA,2020,Crimes Against the Person,Assault,Other,M,Youth,12-17,356,703,null
704,NA,2020,Crimes Against the Person,Assault,Other,U,Adult,18-24,1,704,null
705,NA,2020,Crimes Against the Person,Assault,Other,U,Adult,25-34,7,705,null
706,NA,2020,Crimes Against the Person,Assault,Other,U,Adult,35-44,2,706,null
707,NA,2020,Crimes Against the Person,Assault,Other,U,Adult,45-54,2,707,null
708,NA,2020,Crimes Against the Person,Assault,Other,U,Adult,55-64,3,708,null
709,NA,2020,Crimes Against the Person,Assault,Other,U,Adult,65+,1,709,null
710,NA,2020,Crimes Against the Person,Assault,Other,U,Unknown,Unknown,56,710,null
711,NA,2020,Crimes Against the Person,Assault,Other,U,Youth,12-17,1,711,null
712,NA,2020,Crimes Against the Person,Other,N/A,F,Adult,18-24,314,712,null
713,NA,2020,Crimes Against the Person,Other,N/A,F,Adult,25-34,485,713,null
714,NA,2020,Crimes Against the Person,Other,N/A,F,Adult,35-44,347,714,null
715,NA,2020,Crimes Against the Person,Other,N/A,F,Adult,45-54,250,715,null
716,NA,2020,Crimes Against the Person,Other,N/A,F,Adult,55-64,129,716,null
717,NA,2020,Crimes Against the Person,Other,N/A,F,Adult,65+,71,717,null
718,NA,2020,Crimes Against the Person,Other,N/A,F,Child,<12,51,718,null
719,NA,2020,Crimes Against the Person,Other,N/A,F,Unknown,Unknown,39,719,null
720,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,35-44,2,720,null
721,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Adult,18-24,53,721,null
722,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,45-54,1,722,null
723,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Adult,25-34,54,723,null
724,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,55-64,2,724,null
725,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Adult,35-44,34,725,null
726,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,65+,1,726,null
727,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Adult,45-54,18,727,null
728,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,F,Unknown,Unknown,5,728,null
729,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Adult,55-64,7,729,null
730,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Adult,65+,4,730,null
731,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Adult,35-44,22,731,null
732,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Adult,45-54,18,732,null
733,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Child,<12,81,733,null
734,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Adult,55-64,11,734,null
735,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Unknown,Unknown,10,735,null
736,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Adult,65+,6,736,null
737,NA,2018,Crimes Against the Person,Sexual Violation,N/A,M,Youth,12-17,77,737,null
738,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Child,<12,114,738,null
739,NA,2018,Crimes Against the Person,Sexual Violation,N/A,U,Adult,25-34,1,739,null
740,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Unknown,Unknown,4,740,null
741,NA,2018,Crimes Against the Person,Sexual Violation,N/A,U,Adult,45-54,1,741,null
742,NA,2019,Crimes Against the Person,Sexual Violation,N/A,M,Youth,12-17,92,742,null
743,NA,2018,Crimes Against the Person,Sexual Violation,N/A,U,Child,<12,1,743,null
744,NA,2019,Crimes Against the Person,Sexual Violation,N/A,U,Child,<12,1,744,null
745,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,18-24,81,745,null
746,NA,2018,Crimes Against the Person,Sexual Violation,N/A,U,Unknown,Unknown,6,746,null
747,NA,2019,Crimes Against the Person,Sexual Violation,N/A,U,Unknown,Unknown,3,747,null
748,NA,2019,Crimes Against the Person,Sexual Violation,N/A,U,Youth,12-17,2,748,null
749,NA,2020,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Adult,25-34,1,749,null
750,NA,2020,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Unknown,Unknown,2,750,null
751,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,18-24,3,751,null
752,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,25-34,14,752,null
753,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,35-44,9,753,null
754,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,45-54,7,754,null
755,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,65+,1,755,null
756,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,F,Unknown,Unknown,63,756,null
757,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,18-24,11,757,null
758,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,25-34,57,758,null
759,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,35-44,26,759,null
760,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,45-54,21,760,null
761,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,55-64,12,761,null
762,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,65+,16,762,null
763,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,M,Unknown,Unknown,291,763,null
764,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer,U,Unknown,Unknown,11,764,null
765,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,35-44,1,765,null
766,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,55-64,1,766,null
767,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Unknown,Unknown,12,767,null
768,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,18-24,1,768,null
769,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,25-34,2,769,null
770,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,35-44,9,770,null
771,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,45-54,7,771,null
772,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,55-64,2,772,null
773,NA,2020,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,65+,1,773,null
774,NA,2019,Crimes Against the Person,Assault,Aggravated Peace Officer,F,Unknown,Unknown,1,774,null
775,NA,2019,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Unknown,Unknown,1,775,null
776,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,18-24,1,776,null
777,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,25-34,18,777,null
778,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,35-44,11,778,null
779,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,45-54,4,779,null
780,NA,2019,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,55-64,1,780,null
781,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,25-34,91,781,null
782,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,35-44,30,782,null
783,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,45-54,30,783,null
784,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,55-64,12,784,null
785,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,65+,5,785,null
786,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,M,Unknown,Unknown,62,786,null
787,NA,2019,Crimes Against the Person,Assault,Assault Resist Arrest,U,Unknown,Unknown,2,787,null
788,NA,2019,Crimes Against the Person,Assault,Other,F,Adult,18-24,1407,788,null
789,NA,2019,Crimes Against the Person,Assault,Other,F,Adult,25-34,2299,789,null
790,NA,2019,Crimes Against the Person,Assault,Other,F,Adult,35-44,1647,790,null
791,NA,2019,Crimes Against the Person,Assault,Other,F,Adult,45-54,1068,791,null
792,NA,2019,Crimes Against the Person,Assault,Other,F,Adult,55-64,616,792,null
793,NA,2019,Crimes Against the Person,Assault,Other,F,Adult,65+,448,793,null
794,NA,2019,Crimes Against the Person,Assault,Other,F,Child,<12,308,794,null
795,NA,2019,Crimes Against the Person,Assault,Other,F,Unknown,Unknown,129,795,null
796,NA,2019,Crimes Against the Person,Assault,Other,F,Youth,12-17,599,796,null
797,NA,2019,Crimes Against the Person,Assault,Other,M,Adult,18-24,1365,797,null
798,NA,2019,Crimes Against the Person,Assault,Other,M,Adult,25-34,2114,798,null
799,NA,2019,Crimes Against the Person,Assault,Other,M,Adult,35-44,1569,799,null
800,NA,2019,Crimes Against the Person,Assault,Other,M,Adult,45-54,1324,800,null
801,NA,2020,Crimes Against the Person,Other,N/A,F,Youth,12-17,128,801,null
802,NA,2020,Crimes Against the Person,Other,N/A,M,Adult,18-24,237,802,null
803,NA,2020,Crimes Against the Person,Other,N/A,M,Adult,25-34,400,803,null
804,NA,2020,Crimes Against the Person,Other,N/A,M,Adult,35-44,273,804,null
805,NA,2020,Crimes Against the Person,Other,N/A,M,Adult,45-54,244,805,null
806,NA,2020,Crimes Against the Person,Other,N/A,M,Adult,55-64,179,806,null
807,NA,2020,Crimes Against the Person,Other,N/A,M,Adult,65+,60,807,null
808,NA,2020,Crimes Against the Person,Other,N/A,M,Child,<12,74,808,null
809,NA,2020,Crimes Against the Person,Other,N/A,M,Unknown,Unknown,74,809,null
810,NA,2020,Crimes Against the Person,Other,N/A,M,Youth,12-17,96,810,null
811,NA,2020,Crimes Against the Person,Other,N/A,U,Adult,18-24,1,811,null
812,NA,2020,Crimes Against the Person,Other,N/A,U,Adult,25-34,1,812,null
813,NA,2020,Crimes Against the Person,Other,N/A,U,Adult,45-54,4,813,null
814,NA,2020,Crimes Against the Person,Other,N/A,U,Child,<12,1,814,null
815,NA,2020,Crimes Against the Person,Other,N/A,U,Unknown,Unknown,11,815,null
816,NA,2020,Crimes Against the Person,Other,N/A,U,Youth,12-17,1,816,null
817,NA,2020,Crimes Against the Person,Robbery,N/A,F,Adult,18-24,135,817,null
818,NA,2020,Crimes Against the Person,Robbery,N/A,F,Adult,25-34,138,818,null
819,NA,2020,Crimes Against the Person,Robbery,N/A,F,Adult,35-44,102,819,null
820,NA,2020,Crimes Against the Person,Robbery,N/A,F,Adult,45-54,117,820,null
821,NA,2020,Crimes Against the Person,Robbery,N/A,F,Adult,55-64,65,821,null
822,NA,2020,Crimes Against the Person,Robbery,N/A,F,Adult,65+,46,822,null
823,NA,2020,Crimes Against the Person,Robbery,N/A,F,Child,<12,4,823,null
824,NA,2020,Crimes Against the Person,Robbery,N/A,F,Unknown,Unknown,9,824,null
825,NA,2020,Crimes Against the Person,Robbery,N/A,F,Youth,12-17,49,825,null
826,NA,2020,Crimes Against the Person,Robbery,N/A,M,Adult,18-24,448,826,null
827,NA,2020,Crimes Against the Person,Robbery,N/A,M,Adult,25-34,380,827,null
828,NA,2020,Crimes Against the Person,Robbery,N/A,M,Adult,35-44,205,828,null
829,NA,2020,Crimes Against the Person,Robbery,N/A,M,Adult,45-54,189,829,null
830,NA,2020,Crimes Against the Person,Robbery,N/A,M,Adult,55-64,138,830,null
831,NA,2020,Crimes Against the Person,Robbery,N/A,M,Adult,65+,83,831,null
832,NA,2020,Crimes Against the Person,Robbery,N/A,M,Child,<12,4,832,null
833,NA,2020,Crimes Against the Person,Robbery,N/A,M,Unknown,Unknown,22,833,null
834,NA,2020,Crimes Against the Person,Robbery,N/A,M,Youth,12-17,235,834,null
835,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Adult,18-24,450,835,null
836,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Adult,25-34,456,836,null
837,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Adult,35-44,221,837,null
838,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Adult,45-54,105,838,null
839,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Adult,55-64,51,839,null
840,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Adult,65+,57,840,null
841,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Child,<12,209,841,null
842,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Unknown,Unknown,20,842,null
843,NA,2020,Crimes Against the Person,Sexual Violation,N/A,F,Youth,12-17,392,843,null
844,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Adult,18-24,29,844,null
845,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Adult,25-34,42,845,null
846,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Adult,35-44,15,846,null
847,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Adult,45-54,15,847,null
848,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Adult,55-64,7,848,null
849,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Adult,65+,3,849,null
850,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Child,<12,85,850,null
851,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Unknown,Unknown,9,851,null
852,NA,2020,Crimes Against the Person,Sexual Violation,N/A,M,Youth,12-17,59,852,null
853,NA,2020,Crimes Against the Person,Sexual Violation,N/A,U,Adult,25-34,1,853,null
854,NA,2020,Crimes Against the Person,Sexual Violation,N/A,U,Unknown,Unknown,2,854,null
